Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,year
01/26/2017,Completed,02/28/2017,17-00487011,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,906 N MENARD AVE,60651,1137529.2858143,1905476.67509408,29,15,25,NA,41.89684925357,-87.77047802968,"(-87.77047802968112, 41.89684925357067)",2017
02/10/2017,Completed,04/07/2017,17-00747858,Abandoned Vehicle Complaint,NA,Toyota,Black,NA,NA,20,1411 W 71ST PL,60636,1168121.73999368,1857337.06881791,17,7,67,NA,41.76395581512,-87.65942221132,"(-87.65942221132214, 41.763955815119566)",2017
05/10/2017,Completed,06/08/2017,17-02945607,Abandoned Vehicle Complaint,8345995,Honda,Multi-Color,FVI - Outcome,Vehicle was moved from original address requested,7,2208 W WELLINGTON AVE,60618,1161113.62602151,1919891.07977984,32,19,5,NA,41.9359762588,-87.68353486493,"(-87.68353486493399, 41.93597625879738)",2017
06/01/2017,Completed,07/26/2017,17-03595338,Abandoned Vehicle Complaint,NA,Aero Glass Boat Co.,White,Place 7 Day Sticker,Follow on Activity was created,NA,5609 S DAMEN AVE,60636,1163982.56583299,1867458.78512855,15,7,67,NA,41.79178039136,-87.67408928005,"(-87.67408928005278, 41.79178039135674)",2017
03/17/2017,Completed - Dup,03/20/2017,17-01458270,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Create Work Order,NA,1209 W 48TH ST,60609,1169036.30909559,1872955.84468771,20,9,61,NA,41.80679477738,-87.65562032744,"(-87.65562032744143, 41.80679477738135)",2017
01/10/2017,Completed,03/02/2017,17-00167232,Abandoned Vehicle Complaint,995GAR,Mazda,Gold,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,40,3607 N ALBANY AVE,60618,1155080.21520096,1923820.28027736,33,17,16,NA,41.9469099201,-87.70523292847,"(-87.70523292846525, 41.94690992009804)",2017
02/21/2017,Completed,03/30/2017,17-00980350,Abandoned Vehicle Complaint,8350180,Legacy Unknown,Green,FVI - Outcome,Vehicle was moved from original address requested,30,2509 N TRIPP AVE,60639,1147628.62448822,1916342.22996939,31,25,20,NA,41.92655240215,-87.73281271078,"(-87.73281271078469, 41.92655240214605)",2017
04/10/2017,Completed,04/11/2017,17-02095662,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Return to Owner - Vehicle,NA,2208 W CULLERTON ST,60608,1161944.47826744,1890363.50317137,25,12,31,NA,41.85496023026,-87.68129372071,"(-87.68129372071152, 41.85496023026371)",2017
06/29/2017,Completed,07/21/2017,17-04311477,Abandoned Vehicle Complaint,NONE,Volkswagen,Blue,FVI - Outcome,Vehicle was moved from original address requested,10,2912 W 51ST ST,60632,1157775.3298668,1870695.12418643,14,9,63,NA,41.80104712396,-87.69701335172,"(-87.69701335171652, 41.80104712395648)",2017
05/23/2017,Completed,06/30/2017,17-03304682,Abandoned Vehicle Complaint,Z245142,Honda,Black,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,20,6400 N OAK PARK AVE,60631,1130424.99528277,1942061.98661091,41,16,10,NA,41.99732983583,-87.79572963124,"(-87.79572963124177, 41.99732983582868)",2017
05/31/2017,Completed - Dup,06/09/2017,17-03556498,Abandoned Vehicle Complaint,123456,Audi,Blue,Place 7 Day Sticker,Follow on Activity was created,60,2009 W CULLERTON ST,60608,1163288.40440506,1890409.65058357,25,12,31,NA,41.85480877784,-87.6763438943,"(-87.67634389430435, 41.85480877784282)",2017
06/12/2017,Completed,06/16/2017,17-03888808,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Return to Owner - Vehicle,NA,4922 S LAFLIN ST,60609,1167169.33600225,1872003.56989153,20,9,61,NA,41.80428697864,-87.6625710167,"(-87.66257101670287, 41.80428697863838)",2017
03/10/2017,Completed,04/03/2017,17-01335154,Abandoned Vehicle Complaint,Z803139,Toyota,Gray,FVI - Outcome,Vehicle was moved from original address requested,30,4507 S PRAIRIE AVE,60653,1178795.5024976,1875195.88630743,3,2,38,NA,41.81270754924,-87.61953957333,"(-87.61953957333448, 41.81270754923935)",2017
07/04/2017,Completed,07/31/2017,17-04428290,Abandoned Vehicle Complaint,NO FRONT LICENSE PLATE,Chevrolet,Black,FVI - Outcome,Return to Owner - Vehicle,21,4305 W HIRSCH ST,60651,1147400.44681869,1908969.02312471,26,25,23,NA,41.90605548199,-87.73399413588,"(-87.73399413587633, 41.90605548199112)",2017
01/18/2017,Completed,03/29/2017,17-00315782,Abandoned Vehicle Complaint,NA,Honda,Gray,NA,NA,14,4326 W 49TH ST,60632,1148241.54810278,1871782.14449153,14,8,57,NA,41.80421867806,-87.73198932364,"(-87.73198932363954, 41.804218678061225)",2017
05/10/2017,Completed,06/05/2017,17-02938898,Abandoned Vehicle Complaint,3062QAR,Buick,Brown,FVI - Outcome,Vehicle was moved from original address requested,8,9045 S ABERDEEN ST,60620,1170573.50209958,1844821.36062493,21,22,73,NA,41.72916435636,-87.65057084327,"(-87.65057084327327, 41.72916435635604)",2017
04/03/2017,Completed,05/03/2017,17-01910364,Abandoned Vehicle Complaint,UNKOWN NUMBER,Buick,White,FVI - Outcome,Vehicle was moved from original address requested,30,4512 W ADAMS ST,60624,1146290.23772457,1898631.21410522,28,11,26,NA,41.87793412141,-87.73842290294,"(-87.73842290294179, 41.87793412141202)",2017
05/15/2017,Completed,06/16/2017,17-03101681,Abandoned Vehicle Complaint,ZZ88884,Buick,Silver,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,20,5547 S MASON AVE,60638,1137648.1800141,1867186.43050214,23,8,56,NA,41.79116954469,-87.77064537347,"(-87.77064537346867, 41.791169544688096)",2017
06/23/2017,Completed,07/11/2017,17-04169849,Abandoned Vehicle Complaint,Z664130,Buick,Burgundy,FVI - Outcome,Return to Owner - Vehicle,21,3317 W FULTON BLVD,60624,1154190.10150477,1901804.31889836,28,11,27,NA,41.88626462138,-87.7095263758,"(-87.70952637579855, 41.88626462137778)",2017
06/27/2017,Completed,07/26/2017,17-04257083,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,6629 W IMLAY ST,60631,1130992.84506815,1942739.12722255,41,16,10,NA,41.9990316483,-87.79348252994,"(-87.79348252994461, 41.99903164829688)",2017
05/05/2017,Completed,05/31/2017,17-02775465,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,3615 W 115TH PL,60655,1154301.90356926,1827763.9144842,19,22,74,NA,41.68308826806,-87.71080709743,"(-87.7108070974336, 41.683088268064516)",2017
02/28/2017,Completed - Dup,03/01/2017,17-01133638,Abandoned Vehicle Complaint,NONE,Honda,Blue,NA,NA,30,5922 W EDDY ST,60634,1136259.76250574,1922998.49957041,36,16,15,NA,41.94498254629,-87.77498495516,"(-87.77498495516406, 41.94498254628664)",2017
04/12/2017,Completed,05/22/2017,17-02146009,Abandoned Vehicle Complaint,1178774,Ford,Green,FVI - Outcome,NA,25,3900 N KILDARE AVE,60641,1146903.09323279,1925574.32176739,45,17,16,NA,41.95183626248,-87.73553455925,"(-87.73553455924886, 41.951836262475624)",2017
04/03/2017,Completed,04/24/2017,17-01901497,Abandoned Vehicle Complaint,391060D,Ford,Orange,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,20,1140 W 76TH ST,60620,1169929.50988378,1854404.37250342,17,6,71,NA,41.756077799,-87.65307161936,"(-87.65307161936285, 41.75607779899558)",2017
06/30/2017,Completed,07/25/2017,17-04321561,Abandoned Vehicle Complaint,??????????,Legacy Unknown,White,FVI - Outcome,Vehicle was moved from original address requested,20,2617 E 93RD ST,60617,1195308.33301294,1843806.06048849,7,4,48,NA,41.72620052419,-87.56004645241,"(-87.56004645241244, 41.72620052418703)",2017
03/15/2017,Completed - Dup,03/16/2017,17-01421227,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Create Work Order,NA,4424 W CONGRESS PKWY,60624,1146976.73706566,1897323.33090185,28,11,26,NA,41.87432929137,-87.7362833386,"(-87.73628333859784, 41.87432929137432)",2017
05/31/2017,Completed,06/02/2017,17-03557133,Abandoned Vehicle Complaint,NA,NA,NA,NA,NA,NA,380 E LOWER WACKER DR,60601,1179000.29671798,1902518.52402091,42,1,32,NA,41.88788503584,-87.61766861894,"(-87.61766861893602, 41.88788503584082)",2017
03/03/2017,Completed,04/18/2017,17-01195539,Abandoned Vehicle Complaint,Z673149,Saturn,Black,FVI - Outcome,Vehicle was moved from original address requested,180,8805 S BURLEY AVE,60617,1199197.80602431,1847200.29980279,10,4,46,NA,41.73541653701,-87.54564542521,"(-87.54564542520656, 41.73541653700817)",2017
02/17/2017,Completed,03/27/2017,17-00886837,Abandoned Vehicle Complaint,E385833,Toyota,Blue,FVI - Outcome,Vehicle was moved from original address requested,10,5253 N LONG AVE,60630,1139280.78492785,1934408.2051828,45,16,11,NA,41.9766086695,-87.76343810124,"(-87.76343810124472, 41.97660866950407)",2017
06/06/2017,Completed,06/27/2017,17-03732740,Abandoned Vehicle Complaint,"2 DIFFRENT PLATES FRONT E48446, WI &  REAR DL2774C",(Unlisted Make),White,FVI - Outcome,Vehicle was moved from original address requested,365,2222 N AUSTIN AVE,60639,1136032.90822409,1914252.27337942,36,25,19,NA,41.92127959603,-87.77577485483,"(-87.77577485482703, 41.92127959602968)",2017
05/07/2017,Completed - Dup,05/08/2017,17-02845178,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Create Work Order,NA,6525 N NIXON AVE,60631,1128087.06001769,1943159.16299262,41,16,10,NA,42.00068430554,-87.80400146898,"(-87.80400146897854, 42.000684305537405)",2017
03/07/2017,Completed,06/14/2017,17-01267289,Abandoned Vehicle Complaint,NA,NA,NA,NA,NA,NA,4339 S LAKE PARK AVE,60653,1184598.11832641,1876470.48938743,4,2,39,NA,41.81599347219,-87.59805028966,"(-87.59805028966368, 41.815993472185426)",2017
05/18/2017,Completed,06/01/2017,17-03170786,Abandoned Vehicle Complaint,NA,Toyota,Blue,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,20,2753 W ROSEMONT AVE,60659,1156745.44066687,1941691.81086683,50,24,2,NA,41.99566331442,-87.69934429188,"(-87.69934429187587, 41.99566331442376)",2017
03/12/2017,Completed,04/13/2017,17-01367026,Abandoned Vehicle Complaint,NONE,Volkswagen,Silver,FVI - Outcome,Vehicle was moved from original address requested,10,6250 N CALIFORNIA AVE,60659,1156546.24102927,1941033.12651973,50,24,2,NA,41.99545535183,-87.69971294871,"(-87.69971294870739, 41.99545535182659)",2017
05/25/2017,Completed - Dup,05/30/2017,17-03402315,Abandoned Vehicle Complaint,R792291,Chevrolet,Gray,FVI - Outcome,Create Work Order,21,9115 S LOWE AVE,60620,1173571.01788745,1844433.89669556,21,22,73,NA,41.72833063264,-87.63961008609,"(-87.63961008608798, 41.728330632638915)",2017
06/06/2017,Completed - Dup,06/06/2017,17-03725952,Abandoned Vehicle Complaint,HAS PLATES,Chevrolet,Red,FVI - Outcome,Create Work Order,30,2415 W PERSHING RD,60632,1160827.87893276,1878747.70420495,12,9,58,NA,41.82285423278,-87.68559605059,"(-87.68559605058914, 41.822854232776415)",2017
07/10/2017,Completed,07/14/2017,17-04536761,Abandoned Vehicle Complaint,000000,Dodge,Brown,FVI - Outcome,Vehicle was moved from original address requested,10,6722 N DAMEN AVE,60645,1161732.17880619,1944752.54993031,50,24,2,NA,42.00403851356,-87.68048157532,"(-87.68048157531528, 42.004038513555436)",2017
06/13/2017,Completed,07/05/2017,17-03923878,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,2343 N SPRINGFIELD AVE,60647,1149992.36842803,1915294.11929571,35,25,22,NA,41.92397120396,-87.72416215523,"(-87.72416215522728, 41.92397120395788)",2017
05/29/2017,Completed,06/13/2017,17-03506279,Abandoned Vehicle Complaint,Q153778,General Motors Corp.,Black,FVI - Outcome,Vehicle was moved from original address requested,30,6645 S HERMITAGE AVE,60636,1165816.14739116,1860625.31712482,15,7,67,NA,41.77263506704,-87.66756092402,"(-87.66756092402126, 41.77263506703604)",2017
02/01/2017,Completed,03/08/2017,17-00589012,Abandoned Vehicle Complaint,970S035,Infiniti/M30,Gold,NA,NA,10,7222 S SOUTH CHICAGO AVE,60619,1183344.48980815,1857592.10977746,5,3,69,NA,41.76386791803,-87.60298817839,"(-87.602988178386, 41.76386791803294)",2017
06/04/2017,Completed,06/27/2017,17-03673262,Abandoned Vehicle Complaint,X179811,Chevrolet,Silver,FVI - Outcome,Vehicle was moved from original address requested,60,1511 W ERIE ST,60642,1166008.11190127,1904439.52761618,1,12,24,NA,41.89325196816,-87.66606564071,"(-87.66606564071031, 41.89325196815888)",2017
06/15/2017,Completed,06/27/2017,17-03955856,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,3914 N SPAULDING AVE,60618,1153692.05399246,1925833.93958507,33,17,16,NA,41.9525549468,-87.71057448624,"(-87.71057448624039, 41.95255494680382)",2017
04/01/2017,Completed,05/22/2017,17-01863862,Abandoned Vehicle Complaint,V906677,Honda,Brown,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,20,2531 N NEVA AVE,60707,1127996.66997191,1916030.78069943,29,25,18,NA,41.92626929491,-87.80496606053,"(-87.8049660605268, 41.926269294909446)",2017
07/21/2017,Completed - Dup,07/24/2017,17-04819392,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Create Work Order,NA,1754 W 33RD ST,60608,1165191.87451938,1882842.52828371,12,9,59,NA,41.83421510483,-87.67020843901,"(-87.67020843901433, 41.834215104828445)",2017
06/29/2017,Completed,08/01/2017,17-04301323,Abandoned Vehicle Complaint,772LGN,Subaru,Tan,FVI - Outcome,Vehicle was moved from original address requested,8,2001 S WABASH AVE,60616,1177067.53039214,1890712.99503327,3,1,33,NA,41.85540975342,-87.62541063231,"(-87.62541063230867, 41.85540975342332)",2017
05/27/2017,Completed - Dup,05/30/2017,17-03462008,Abandoned Vehicle Complaint,2CE3070,Ford,Blue,FVI - Outcome,Create Work Order,21,7220 S ST LAWRENCE AVE,60619,1181484.92766817,1857275.75748724,6,3,69,NA,41.76331007035,-87.61051920411,"(-87.61051920411474, 41.76331007034823)",2017
04/06/2017,Completed,04/06/2017,17-01982756,Abandoned Vehicle Complaint,NA,Nissan,Maroon,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,20,7551 S DORCHESTER AVE,60619,1186850.6600152,1855202.36962244,8,4,43,NA,41.75722171684,-87.59061378008,"(-87.59061378007905, 41.75722171683989)",2017
05/16/2017,Completed - Dup,05/17/2017,17-03135282,Abandoned Vehicle Complaint,55473X,Ford,Red,FVI - Outcome,Create Work Order,21,3653 W 82ND PL,60652,1153445.1635003,1849634.06437246,18,8,70,NA,41.74310863069,-87.71407479689,"(-87.71407479688641, 41.74310863068548)",2017
05/22/2017,Completed,06/12/2017,17-03288803,Abandoned Vehicle Complaint,S465950,Dodge,Gray,FVI - Outcome,Vehicle was moved from original address requested,90,3641 W ALTGELD ST,60647,1151574.06278036,1916369.13758497,31,25,22,NA,41.9262849235,-87.71871323671,"(-87.71871323670892, 41.926284923501356)",2017
05/01/2017,Completed,05/25/2017,17-02673510,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,4638 N MAJOR AVE,60630,1137498.55256785,1930383.03407866,45,16,15,NA,41.96529056991,-87.7699932,"(-87.76999319999526, 41.9652905699079)",2017
07/17/2017,Completed - Dup,07/18/2017,17-04727657,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Create Work Order,NA,3312 W BEACH AVE,60651,1154014.09388049,1909444.09242796,26,14,23,NA,41.9074511875,-87.70995921597,"(-87.70995921596804, 41.90745118750422)",2017
03/24/2017,Completed,04/24/2017,17-01637037,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,1441 W GLENLAKE AVE,60660,1165597.63319092,1940618.90896815,48,24,77,NA,41.99253466269,-87.66685526773,"(-87.66685526773011, 41.992534662691455)",2017
04/18/2017,Completed,05/11/2017,17-02309620,Abandoned Vehicle Complaint,KENZMOO,Hyundai,Silver,FVI - Outcome,Vehicle was moved from original address requested,7,9350 S MUSKEGON AVE,60617,1196631.08998311,1843840.08090188,10,4,48,NA,41.72487249275,-87.55542421824,"(-87.55542421824005, 41.72487249274731)",2017
04/24/2017,Completed,05/16/2017,17-02477108,Abandoned Vehicle Complaint,U3637,Chevrolet,White,FVI - Outcome,Vehicle was moved from original address requested,14,5942 N HERMITAGE AVE,60660,1163726.85960247,1939415.39780047,40,20,77,NA,41.98965615363,-87.67330445236,"(-87.67330445235653, 41.989656153633895)",2017
03/17/2017,Completed,05/01/2017,17-01444432,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,3140 W 108TH ST,60655,1157217.33180685,1832835.23762742,19,22,74,NA,41.69716355687,-87.70022877195,"(-87.70022877195386, 41.69716355687304)",2017
03/09/2017,Completed,04/12/2017,17-01320150,Abandoned Vehicle Complaint,Q632648,Buick,White,FVI - Outcome,Vehicle was moved from original address requested,22,5546 W CONGRESS PKWY,60644,1139580.03787269,1897135.59970594,29,15,25,NA,41.87395141956,-87.7634415276,"(-87.7634415275959, 41.87395141955815)",2017
01/28/2017,Completed,02/28/2017,17-00513751,Abandoned Vehicle Complaint,5249331,NA,White,FVI - Outcome,Vehicle was moved from original address requested,60,3400 N GREENVIEW AVE,60657,1165707.77001886,1922663.79849758,44,19,6,NA,41.94346987551,-87.66649151488,"(-87.66649151487903, 41.94346987550947)",2017
04/25/2017,Completed - Dup,04/26/2017,17-02504665,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Create Work Order,NA,7408 S EUCLID AVE,60649,1190493.19349928,1856236.15500408,8,3,43,NA,41.76036390558,-87.57753683325,"(-87.57753683325265, 41.7603639055815)",2017
02/27/2017,Completed,03/07/2017,17-01104349,Abandoned Vehicle Complaint,NA,Ford,White,FVI - Outcome,Vehicle was moved from original address requested,14,2254 N MONITOR AVE,60639,1137024.8893671,1914328.7416294501,36,25,19,NA,41.92146114047,-87.7721294624,"(-87.77212946239652, 41.92146114046635)",2017
03/23/2017,Completed,04/28/2017,17-01610445,Abandoned Vehicle Complaint,NLP,Mercedes,Black,FVI - Outcome,Vehicle was moved from original address requested,90,4810 S RACINE AVE,60609,1169134.20909559,1872891.64468771,20,9,61,NA,41.80653648367,-87.65533426589,"(-87.6553342658884, 41.80653648367168)",2017
02/28/2017,Completed - Dup,03/01/2017,17-01126204,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Create Work Order,NA,2646 N HAMLIN AVE,60647,1150599.71278092,1917331.3683781,31,25,22,NA,41.92960919019,-87.7221745087,"(-87.72217450870082, 41.92960919018979)",2017
03/28/2017,Completed - Dup,03/29/2017,17-01749070,Abandoned Vehicle Complaint,X651352,Chrysler,Silver,NA,NA,30,1234 S KOLIN AVE,60623,1147577.31008634,1894120.43778403,24,10,29,NA,41.86499242472,-87.73385061187,"(-87.73385061186919, 41.864992424724306)",2017
07/21/2017,Completed - Dup,07/24/2017,17-04821392,Abandoned Vehicle Complaint,K806368,Jaguar,Green,FVI - Outcome,Create Work Order,30,4234 N MCVICKER AVE,60634,1135259.40390709,1927523.92072911,38,16,15,NA,41.9577374273,-87.77830333771,"(-87.77830333770953, 41.95773742729856)",2017
07/04/2017,Completed - Dup,07/05/2017,17-04426179,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Create Work Order,NA,2623 S STEWART AVE,60616,1174104.3970997499,1886922.22020901,11,9,34,NA,41.84476048225,-87.63639195713,"(-87.6363919571328, 41.84476048225011)",2017
05/05/2017,Completed,05/24/2017,17-02780020,Abandoned Vehicle Complaint,1583169,Dodge,Green,FVI - Outcome,Vehicle was moved from original address requested,21,5109 S MASSASOIT AVE,60638,1138894.57000391,1870162.96002574,14,8,56,NA,41.79969129939,-87.76601782444,"(-87.76601782444351, 41.7996912993904)",2017
05/31/2017,Completed,07/12/2017,17-03555669,Abandoned Vehicle Complaint,Z992195,Oldsmobile,Gold,FVI - Outcome,Create Work Order,20,3150 S PRINCETON AVE,60616,1174790.7053781,1884407.73110855,11,9,34,NA,41.83672779117,-87.63421368516,"(-87.6342136851595, 41.83672779117185)",2017
02/27/2017,Completed,03/30/2017,17-01115195,Abandoned Vehicle Complaint,6205711,Pontiac,Black,FVI - Outcome,Vehicle was moved from original address requested,120,532 W 94TH ST,60620,1174283.62137693,1842554.32749036,21,22,73,NA,41.72347524527,-87.63727024034,"(-87.63727024034198, 41.72347524527174)",2017
03/06/2017,Completed,04/11/2017,17-01249380,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,2701 W WASHINGTON BLVD,60612,1158351.87011805,1900575.11728471,27,12,27,NA,41.8828108824,-87.69407710719,"(-87.69407710718839, 41.882810882399475)",2017
01/12/2017,Completed,02/24/2017,17-00202842,Abandoned Vehicle Complaint,185636,Chevrolet,White,NA,NA,20,4225 W 30TH ST,60623,1148591.93257413,1884373.67802812,22,10,30,NA,41.83854480609,-87.73041359423,"(-87.7304135942343, 41.83854480609403)",2017
05/08/2017,Completed,05/09/2017,17-02859177,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Return to Owner - Vehicle,NA,6149 N HAMILTON AVE,60659,1160880.01707824,1940782.57992731,40,24,2,NA,41.99320113614,-87.68343469573,"(-87.68343469573112, 41.99320113613978)",2017
06/11/2017,Completed,07/05/2017,17-03854335,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,2846 N SAYRE AVE,60634,1129095.02548883,1918236.81721603,29,25,18,NA,41.93223507927,-87.80117212733,"(-87.80117212732783, 41.9322350792727)",2017
04/20/2017,Completed,04/27/2017,17-02350254,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Return to Owner - Vehicle,NA,1949 W EDDY ST,60657,1162718.46103084,1923578.4068173,47,19,5,NA,41.94583470658,-87.6780276558,"(-87.67802765579698, 41.94583470658332)",2017
02/22/2017,Completed,04/04/2017,17-01008678,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,3022 W BERTEAU AVE,60618,1155378.05440092,1927759.45237064,33,17,16,NA,41.95768876997,-87.704315524,"(-87.7043155240018, 41.95768876996957)",2017
02/26/2017,Completed,04/07/2017,17-01092406,Abandoned Vehicle Complaint,1815251,Chevrolet,Green,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,60,2422 S AVERS AVE,60623,1151092.17420764,1887636.38452864,22,10,30,NA,41.84725095861,-87.72111873383,"(-87.72111873382515, 41.847250958612655)",2017
04/25/2017,Completed,05/22/2017,17-02501541,Abandoned Vehicle Complaint,Y739896,Lexus,Tan,FVI - Outcome,Vehicle was moved from original address requested,21,3534 S PAULINA ST,60609,1165594.37202854,1881288.74776578,12,9,59,NA,41.82941711469,-87.66807510261,"(-87.66807510260988, 41.82941711469403)",2017
05/24/2017,Completed,06/02/2017,17-03334030,Abandoned Vehicle Complaint,64791W,Ford,Red,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,20,1834 W 43RD ST,60609,1164725.82003128,1876169.92128701,12,9,61,NA,41.81592683249,-87.67138091261,"(-87.6713809126126, 41.81592683248811)",2017
05/17/2017,Completed,06/05/2017,17-03146375,Abandoned Vehicle Complaint,E701313,Mitsubishi,Silver,FVI - Outcome,Vehicle was moved from original address requested,20,5624 S KARLOV AVE,60629,1149996.01577407,1866895.49338193,13,8,62,NA,41.79050464919,-87.72568420932,"(-87.72568420932406, 41.79050464918989)",2017
04/05/2017,Completed - Dup,04/05/2017,17-01957299,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Create Work Order,NA,3558 S CALUMET AVE,60653,1179099.77151384,1881426.32101237,3,2,35,NA,41.82946433379,-87.61851990087,"(-87.6185199008722, 41.82946433379102)",2017
07/17/2017,Completed,08/02/2017,17-04706873,Abandoned Vehicle Complaint,NLP,Jeep/Cherokee,Black,FVI - Outcome,Vehicle was moved from original address requested,14,5256 S ALBANY AVE,60632,1156602.35410194,1869615.88177399,14,9,63,NA,41.79735423356,-87.70137333686,"(-87.70137333685706, 41.79735423355787)",2017
06/12/2017,Completed,06/27/2017,17-03894047,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,3846 N NOTTINGHAM AVE,60634,1128047.70768707,1924739.03852451,38,16,17,NA,41.95034089963,-87.80488629982,"(-87.80488629982362, 41.950340899627165)",2017
02/23/2017,Completed,03/02/2017,17-01026240,Abandoned Vehicle Complaint,8603607,Oldsmobile,Blue,FVI - Outcome,Return to Owner - Vehicle,10,8849 S CALUMET AVE,60619,1180025.46222158,1846290.01008851,9,6,44,NA,41.73318917821,-87.61590785858,"(-87.61590785857996, 41.73318917821378)",2017
04/03/2017,Completed,05/03/2017,17-01922885,Abandoned Vehicle Complaint,585XEC,Lincoln,Red,FVI - Outcome,Vehicle was moved from original address requested,300,5214 S BISHOP ST,60609,1167550.51537149,1870167.48152919,20,9,61,NA,41.7990560826,-87.661221202,"(-87.66122120200416, 41.79905608259648)",2017
03/29/2017,Completed,04/27/2017,17-01776383,Abandoned Vehicle Complaint,H979539,Infiniti/M30,Black,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,30,4904 W DICKENS AVE,60639,1143338.00922985,1913514.24468035,36,25,19,NA,41.91883029778,-87.74885680823,"(-87.7488568082301, 41.91883029777822)",2017
07/11/2017,Completed - Dup,07/13/2017,17-04563957,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Create Work Order,NA,4117 W HOLLYWOOD AVE,60646,1147842.57927481,1937432.32370295,39,17,13,NA,41.98415921369,-87.73164405905,"(-87.73164405904696, 41.98415921369099)",2017
07/07/2017,Completed - Dup,07/10/2017,17-04466493,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Create Work Order,NA,5028 N KEELER AVE,60630,1147478.08927449,1933084.22940709,39,17,14,NA,41.97270999047,-87.73323609545,"(-87.73323609544536, 41.97270999047207)",2017
05/25/2017,Completed - Dup,05/30/2017,17-03404209,Abandoned Vehicle Complaint,Z992159,Oldsmobile,Tan,FVI - Outcome,Create Work Order,25,3150 S PRINCETON AVE,60616,1174790.7053781,1884407.73110855,11,9,34,NA,41.83672779117,-87.63421368516,"(-87.6342136851595, 41.83672779117185)",2017
03/09/2017,Completed,04/13/2017,17-01306948,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,6538 S STONY ISLAND AVE,60637,1188015.49222608,1861852.97347499,5,3,42,NA,41.77586684283,-87.58644144063,"(-87.58644144062971, 41.77586684283385)",2017
04/22/2017,Completed,05/25/2017,17-02415725,Abandoned Vehicle Complaint,Z155138,Chevrolet,Blue,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,30,3652 W 19TH ST,60623,1152081.62529321,1890381.04022249,24,10,29,NA,41.85518439784,-87.7172101938,"(-87.71721019379675, 41.85518439784464)",2017
