Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,year
06/28/2017,Completed,08/04/2017,17-04286442,Abandoned Vehicle Complaint,J110700,Jeep - Year Greater 1988,Green,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,30,429 W BRIAR PL,60657,1172821.65771049,1921033.11196862,44,19,6,8,41.93863504509,-87.64065519362,"(-87.64065519362092, 41.93863504508692)",2017
01/14/2017,Completed,02/01/2017,17-00245478,Abandoned Vehicle Complaint,Z965829,Toyota,Gray,FVI - Outcome,Vehicle was moved from original address requested,10,588 W HAWTHORNE PL,60657,1171550.73142838,1923013.1804266,44,19,6,8,41.94433687342,-87.64480119407,"(-87.64480119407119, 41.94433687342444)",2017
07/09/2017,Completed - Dup,07/11/2017,17-04510822,Abandoned Vehicle Complaint,NA,NA,NA,NA,NA,NA,2827 N BURLING ST,60657,1170812.89992733,1919012.81240324,44,19,6,8,41.93354139397,-87.64754805801,"(-87.64754805801064, 41.9335413939703)",2017
07/05/2017,Completed,07/21/2017,17-04434387,Abandoned Vehicle Complaint,BXG7689,Mitsubishi,Black,FVI - Outcome,Vehicle was moved from original address requested,30,2837 N BURLING ST,60657,1170810.49992733,1919081.01240324,44,19,6,8,41.93381031429,-87.64755781133,"(-87.64755781132841, 41.933810314293254)",2017
04/06/2017,Completed,04/28/2017,17-01997829,Abandoned Vehicle Complaint,N150092,Honda,Blue,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,21,611 W OAKDALE AVE,60657,1171654.80033385,1919868.92999588,44,19,6,8,41.93546712474,-87.64476651986,"(-87.64476651986399, 41.93546712473914)",2017
11/16/2017,Completed - Dup,11/17/2017,17-07752734,Abandoned Vehicle Complaint,DCF5528,Jeep/Cherokee,White,FVI - Outcome,Create Work Order,10,3740 N PINE GROVE AVE,60613,1170912.27599515,1925303.05526712,46,19,6,8,41.95080659519,-87.64745894192,"(-87.64745894192384, 41.950806595188915)",2017
08/06/2017,Completed,09/08/2017,17-05219108,Abandoned Vehicle Complaint,RAW102,Lexus,Silver,FVI - Outcome,Vehicle was moved from original address requested,5,2849 N BROADWAY,60657,1171731.27596878,1919354.27481,44,19,6,8,41.93408681537,-87.64419935325,"(-87.64419935325256, 41.934086815373654)",2017
07/17/2017,Completed,08/22/2017,17-04712298,Abandoned Vehicle Complaint,Y426330,Toyota,Silver,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,20,550 W ROSCOE ST,60657,1172308.09816791,1922706.14576839,44,19,6,8,41.94344164183,-87.6439283196,"(-87.64392831960247, 41.94344164182591)",2017
07/20/2017,Completed,08/04/2017,17-04798236,Abandoned Vehicle Complaint,322LQP,Ford,Gray,FVI - Outcome,Return to Owner - Vehicle,20,451 W MELROSE ST,60657,1172491.441025,1921914.942725,44,19,6,8,41.94106861528,-87.64149839394,"(-87.64149839394454, 41.94106861527624)",2017
01/31/2017,Completed - Dup,02/01/2017,17-00574315,Abandoned Vehicle Complaint,X318847,Acura,Gold,FVI - Outcome,Create Work Order,30,701 W BROMPTON AVE,60657,1171002.67000341,1923878.93003318,46,19,6,8,41.94645950996,-87.64687364239,"(-87.64687364239323, 41.94645950995542)",2017
04/25/2017,Completed - Dup,04/25/2017,17-02493849,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Create Work Order,NA,830 W WOLFRAM ST,60657,1170242.69016678,1919139.10999604,44,19,6,8,41.93371359937,-87.65029496582,"(-87.65029496581685, 41.933713599367344)",2017
06/15/2017,Completed,07/13/2017,17-03952210,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,857 W FLETCHER ST,60657,1169946.53439954,1921098.84990677,44,19,6,8,41.93887731692,-87.65140774486,"(-87.65140774486167, 41.93887731692307)",2017
11/03/2017,Completed,11/17/2017,17-07413036,Abandoned Vehicle Complaint,S327206,Jeep/Cherokee,White,FVI - Outcome,Vehicle was moved from original address requested,12,429 W ALDINE AVE,60657,1172568.37465,1922314.7252,44,19,6,8,41.94216509832,-87.64109111836,"(-87.64109111835643, 41.94216509831825)",2017
09/15/2017,Completed,10/02/2017,17-06160972,Abandoned Vehicle Complaint,UNKNOWN,Mitsubishi,Silver,FVI - Outcome,Vehicle was moved from original address requested,1,428 W BARRY AVE,60657,1172849.90237774,1920657.91971448,44,19,6,8,41.93782898664,-87.64057353689,"(-87.64057353688551, 41.937828986641556)",2017
10/25/2017,Completed,12/01/2017,17-07178219,Abandoned Vehicle Complaint,GQG2300,Chevrolet,Red,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,9,3020 N WATERLOO CT,60657,1171263.5400008,1920244.9105229,44,19,6,8,41.93702589973,-87.64615132728,"(-87.64615132728282, 41.93702589972641)",2017
01/10/2017,Completed,02/01/2017,17-00161668,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,648 W ROSCOE ST,60657,1171245.24419995,1922812.73008847,44,19,6,8,41.94377255335,-87.64645971389,"(-87.64645971388668, 41.943772553345966)",2017
09/16/2017,Completed,10/26/2017,17-06183632,Abandoned Vehicle Complaint,AF13555,Nissan,White,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,14,516 W OAKDALE AVE,60657,1172294.49029055,1919864.20379729,44,19,6,8,41.93565985216,-87.64254974581,"(-87.6425497458076, 41.93565985216474)",2017
10/28/2017,Completed - Dup,10/30/2017,17-07264492,Abandoned Vehicle Complaint,S822701,Subaru,Silver,NA,NA,10,3024 N WATERLOO CT,60657,1171263.1400008,1920255.9105229,44,19,6,8,41.93712989947,-87.64615483833,"(-87.64615483832561, 41.93712989946719)",2017
07/17/2017,Completed,08/22/2017,17-04710415,Abandoned Vehicle Complaint,VPH3171,Ford,White,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,20,3158 N BROADWAY,60657,1171696.44451498,1921215.71972416,44,19,6,8,41.93937480738,-87.644524869,"(-87.64452486899746, 41.93937480738)",2017
06/28/2017,Completed,09/01/2017,17-04273316,Abandoned Vehicle Complaint,214T891,Buick,Gray,NA,NA,20,855 W WELLINGTON AVE,60657,1169962.02977599,1920129.88247589,44,19,6,8,41.936214012,-87.65134602719,"(-87.65134602719463, 41.93621401199588)",2017
11/15/2017,Completed,12/01/2017,17-07731070,Abandoned Vehicle Complaint,DCF5528,Jeep/Cherokee,White,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,10,3740 N PINE GROVE AVE,60613,1170912.27599515,1925303.05526712,46,19,6,8,41.95080659519,-87.64745894192,"(-87.64745894192384, 41.950806595188915)",2017
01/26/2017,Completed,02/28/2017,17-00474294,Abandoned Vehicle Complaint,X318847,Acura,Gold,FVI - Outcome,Vehicle was moved from original address requested,60,701 W BROMPTON AVE,60657,1171002.67000341,1923878.93003318,46,19,6,8,41.94645950996,-87.64687364239,"(-87.64687364239323, 41.94645950995542)",2017
04/11/2017,Completed,05/10/2017,17-02123822,Abandoned Vehicle Complaint,AXPH953,Honda,Silver,FVI - Outcome,Vehicle was moved from original address requested,14,2946 N PINE GROVE AVE,60657,1172400.39029055,1919886.70379729,44,19,6,8,41.93566424862,-87.64197442195,"(-87.64197442195368, 41.93566424862413)",2017
03/26/2017,Completed,04/24/2017,17-01685654,Abandoned Vehicle Complaint,841JJZ,Dodge,Silver,FVI - Outcome,Vehicle was moved from original address requested,30,444 W ALDINE AVE,60657,1172411.27465,1922311.0252,44,19,6,8,41.94237651152,-87.64173442462,"(-87.64173442462221, 41.94237651151996)",2017
06/21/2017,Completed - Dup,06/21/2017,17-04101190,Abandoned Vehicle Complaint,NA,NA,NA,NA,NA,NA,654 W BELMONT AVE,60657,1171325.65997768,1921486.60121776,44,19,6,8,41.94013020506,-87.64637380983,"(-87.6463738098269, 41.94013020506215)",2017
05/31/2017,Completed,06/23/2017,17-03577602,Abandoned Vehicle Complaint,1509383,Ford,White,FVI - Outcome,NA,10,2842 N HALSTED ST,60657,1170440.59016678,1919195.00999604,44,19,6,8,41.93396138286,-87.64920310457,"(-87.64920310457005, 41.933961382864325)",2017
07/26/2017,Completed - Dup,07/27/2017,17-04944404,Abandoned Vehicle Complaint,214T891,Buick,Gray,NA,NA,21,853 W WELLINGTON AVE,60657,1169971.72977599,1920130.18247589,44,19,6,8,41.93621561827,-87.65126779636,"(-87.65126779635901, 41.936215618269934)",2017
04/01/2017,Completed - Dup,04/03/2017,17-01859444,Abandoned Vehicle Complaint,NA,NA,NA,NA,NA,NA,449 W ALDINE AVE,60657,1172402.47465,1922310.8252,44,19,6,8,41.94215488045,-87.64188929169,"(-87.64188929169296, 41.94215488045332)",2017
03/19/2017,Completed,05/05/2017,17-01510172,Abandoned Vehicle Complaint,94841FF,Toyota,Red,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,10,412 W ALDINE AVE,60657,1172759.07060894,1922319.31022531,44,19,6,8,41.94239147443,-87.64048754387,"(-87.64048754387203, 41.94239147442754)",2017
07/19/2017,Completed,09/11/2017,17-04773437,Abandoned Vehicle Complaint,NA,"(Homemade Motorcycle, Moped.Etc.)",Yellow,NA,NA,20,632 W CORNELIA AVE,60657,1171255.25080131,1923507.5880127,46,19,6,8,41.94574967056,-87.64575120366,"(-87.6457512036616, 41.94574967056281)",2017
07/05/2017,Completed,07/28/2017,17-04434181,Abandoned Vehicle Complaint,PCS974,Ford,Black,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,30,2825 N BURLING ST,60657,1170813.39992733,1918999.21240324,44,19,6,8,41.93348761833,-87.64754613159,"(-87.64754613158547, 41.93348761832519)",2017
04/05/2017,Completed - Dup,04/05/2017,17-01958909,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Create Work Order,NA,830 W WOLFRAM ST,60657,1170242.69016678,1919139.10999604,44,19,6,8,41.93371359937,-87.65029496582,"(-87.65029496581685, 41.933713599367344)",2017
06/21/2017,Completed,08/14/2017,17-04102497,Abandoned Vehicle Complaint,E336891,Volkswagen,Blue,Place 7 Day Sticker,Follow on Activity was created,NA,565 W SURF ST,60657,1171865.87596878,1919388.87481,44,19,6,8,41.93414810946,-87.64395273861,"(-87.64395273861427, 41.934148109457986)",2017
03/20/2017,Completed - Dup,03/21/2017,17-01532678,Abandoned Vehicle Complaint,NA,NA,NA,NA,NA,NA,502 W ALDINE AVE,60657,1172301.28351374,1922308.10363136,44,19,6,8,41.94236937927,-87.64226431409,"(-87.6422643140939, 41.942369379265344)",2017
01/04/2017,Completed,02/01/2017,17-00063989,Abandoned Vehicle Complaint,Z225485,Jeep/Cherokee,White,FVI - Outcome,Vehicle was moved from original address requested,10,845 W WOLFRAM ST,60657,1170142.89016678,1919136.20999604,44,19,6,8,41.93348547546,-87.65081438068,"(-87.65081438067733, 41.93348547546247)",2017
02/04/2017,Completed,03/13/2017,17-00642109,Abandoned Vehicle Complaint,S745543,Chevrolet,Black,FVI - Outcome,Vehicle was moved from original address requested,30,532 W ROSCOE ST,60657,1172067.79816791,1922700.44576839,44,19,6,8,41.9434488982,-87.64331345177,"(-87.64331345176811, 41.94344889819831)",2017
03/29/2017,Completed - Dup,03/29/2017,17-01764083,Abandoned Vehicle Complaint,841JJZ,(Unlisted Make),Silver,FVI - Outcome,Create Work Order,45,444 W ALDINE AVE,60657,1172411.27465,1922311.0252,44,19,6,8,41.94237651152,-87.64173442462,"(-87.64173442462221, 41.94237651151996)",2017
07/23/2017,Completed - Dup,07/24/2017,17-04856467,Abandoned Vehicle Complaint,NA,NA,NA,NA,NA,NA,3162 N BROADWAY,60657,1171695.54451498,1921243.01972416,44,19,6,8,41.9394992724,-87.64452921529,"(-87.64452921528519, 41.93949927240418)",2017
09/15/2017,Completed,10/13/2017,17-06160527,Abandoned Vehicle Complaint,Z338476,Honda,Black,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,30,620 W BARRY AVE,60657,1171569.64996789,1920711.33000321,44,19,6,8,41.93800053909,-87.64519405856,"(-87.6451940585576, 41.93800053909493)",2017
05/31/2017,Completed,06/08/2017,17-03577602,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,805 W WOLFRAM ST,60657,1170408.99016678,1919143.90999604,44,19,6,8,41.93350872851,-87.64931218292,"(-87.64931218291791, 41.93350872851296)",2017
09/15/2017,Completed - Dup,09/15/2017,17-06164808,Abandoned Vehicle Complaint,Z338476,Honda,Black,FVI - Outcome,Create Work Order,90,620 W BARRY AVE,60657,1171569.64996789,1920711.33000321,44,19,6,8,41.93800053909,-87.64519405856,"(-87.6451940585576, 41.93800053909493)",2017
03/24/2017,Completed,05/05/2017,17-01624456,Abandoned Vehicle Complaint,Q142363,Mercury,Gold,FVI - Outcome,NA,30,720 W CORNELIA AVE,60657,1170745.63002197,1923458.25092764,46,19,6,8,41.94556062047,-87.64786028004,"(-87.64786028003597, 41.94556062047284)",2017
09/23/2017,Completed - Dup,09/25/2017,17-06368564,Abandoned Vehicle Complaint,Z338476,Honda,Black,NA,NA,14,626 W BARRY AVE,60657,1171526.64996789,1920710.13000321,44,19,6,8,41.93799747751,-87.64541364709,"(-87.6454136470865, 41.93799747750913)",2017
09/10/2017,Completed,10/10/2017,17-06007766,Abandoned Vehicle Complaint,X148737,Hyundai,Silver,FVI - Outcome,Return to Owner - Vehicle,30,414 W ROSCOE ST,60657,1172571.12630066,1922712.02007772,44,19,6,8,41.94347388242,-87.64114438882,"(-87.64114438881687, 41.94347388241864)",2017
04/12/2017,Completed - Dup,04/12/2017,17-02135961,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Create Work Order,NA,830 W WOLFRAM ST,60657,1170242.69016678,1919139.10999604,44,19,6,8,41.93371359937,-87.65029496582,"(-87.65029496581685, 41.933713599367344)",2017
08/02/2017,Completed - Dup,08/03/2017,17-05128205,Abandoned Vehicle Complaint,GOG 2300,Chevrolet,Red,FVI - Outcome,Create Work Order,31,3020 N WATERLOO CT,60657,1171263.5400008,1920244.9105229,44,19,6,8,41.93702589973,-87.64615132728,"(-87.64615132728282, 41.93702589972641)",2017
10/21/2017,Completed,12/01/2017,17-07081060,Abandoned Vehicle Complaint,UGLYJIM,Bmw,Red,NA,NA,10,415 W ALDINE AVE,60657,1172725.37060894,1922318.51022531,44,19,6,8,41.94217111769,-87.64055913334,"(-87.64055913334448, 41.942171117689924)",2017
06/28/2017,Completed - Dup,06/30/2017,17-04290673,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Create Work Order,NA,565 W SURF ST,60657,1171865.87596878,1919388.87481,44,19,6,8,41.93414810946,-87.64395273861,"(-87.64395273861427, 41.934148109457986)",2017
04/18/2017,Completed - Dup,04/25/2017,17-02313632,Abandoned Vehicle Complaint,Q142363,Mercury,Gold,NA,NA,30,722 W CORNELIA AVE,60657,1170727.63002197,1923457.85092764,46,19,6,8,41.94556008117,-87.647928127,"(-87.64792812699602, 41.94556008117043)",2017
07/04/2017,Completed,07/21/2017,17-04420010,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,734 W BARRY AVE,60657,1170814.55302355,1920691.03098322,44,19,6,8,41.93795922208,-87.64818783412,"(-87.64818783412113, 41.93795922208129)",2017
04/13/2017,Completed - Dup,04/14/2017,17-02170506,Abandoned Vehicle Complaint,Q142363,Mercury,Gold,FVI - Outcome,Create Work Order,30,718 W CORNELIA AVE,60657,1170763.73002197,1923458.65092764,46,19,6,8,41.94556115974,-87.64779243308,"(-87.64779243307531, 41.94556115973514)",2017
04/03/2017,Completed,05/22/2017,17-01912965,Abandoned Vehicle Complaint,Q777286,Hyundai,Black,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,20,830 W WOLFRAM ST,60657,1170242.69016678,1919139.10999604,44,19,6,8,41.93371359937,-87.65029496582,"(-87.65029496581685, 41.933713599367344)",2017
03/28/2017,Completed,04/24/2017,17-01744655,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,565 W SURF ST,60657,1171865.87596878,1919388.87481,44,19,6,8,41.93414810946,-87.64395273861,"(-87.64395273861427, 41.934148109457986)",2017
07/10/2017,Completed - Dup,07/10/2017,17-04533782,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Create Work Order,NA,2953 N MILDRED AVE,60657,1169756.45923153,1919894.72557394,44,19,6,8,41.93608952134,-87.65140768896,"(-87.65140768895631, 41.936089521344535)",2017
10/26/2017,Completed,12/01/2017,17-07206516,Abandoned Vehicle Complaint,EJ977,Honda,Black,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,60,529 W SURF ST,60657,1172189.65998668,1919399.4801998,44,19,6,8,41.93417196019,-87.64265749795,"(-87.64265749794617, 41.93417196018911)",2017
08/30/2017,Completed,10/06/2017,17-05790980,Abandoned Vehicle Complaint,6XZS141,Volvo,Black,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,30,624 W ROSCOE ST,60657,1171422.24419995,1922817.73008847,44,19,6,8,41.94378595336,-87.64553801555,"(-87.64553801555188, 41.943785953356176)",2017
09/27/2017,Completed - Dup,09/27/2017,17-06463134,Abandoned Vehicle Complaint,Z338476,Honda,Black,FVI - Outcome,Create Work Order,30,620 W BARRY AVE,60657,1171569.64996789,1920711.33000321,44,19,6,8,41.93800053909,-87.64519405856,"(-87.6451940585576, 41.93800053909493)",2017
07/21/2017,Completed - Dup,07/21/2017,17-04810357,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Create Work Order,NA,639 W SURF ST,60657,1171502.31172231,1919604.41007879,44,19,6,8,41.93474292067,-87.64579949295,"(-87.6457994929508, 41.934742920667624)",2017
04/12/2017,Completed,04/27/2017,17-02136121,Abandoned Vehicle Complaint,SGK401,Bmw,Silver,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,20,2834 N CAMBRIDGE AVE,60657,1172154.31022252,1919054.44519925,44,19,6,8,41.93386754293,-87.64292026932,"(-87.64292026932422, 41.933867542932546)",2017
06/09/2017,Completed,07/13/2017,17-03824740,Abandoned Vehicle Complaint,N294057,Mazda,Black,FVI - Outcome,Vehicle was moved from original address requested,7,550 W SURF ST,60657,1171999.85998668,1919393.2801998,44,19,6,8,41.93437593379,-87.6434903672,"(-87.64349036719632, 41.934375933787926)",2017
01/29/2017,Completed - Dup,01/30/2017,17-00531563,Abandoned Vehicle Complaint,X318847,Acura,Gold,FVI - Outcome,Create Work Order,35,701 W BROMPTON AVE,60657,1171002.67000341,1923878.93003318,46,19,6,8,41.94645950996,-87.64687364239,"(-87.64687364239323, 41.94645950995542)",2017
04/15/2017,Completed,05/09/2017,17-02240655,Abandoned Vehicle Complaint,FGF6600,Land Rover,Brown,FVI - Outcome,Vehicle was moved from original address requested,11,701 W BROMPTON AVE,60657,1171002.67000341,1923878.93003318,46,19,6,8,41.94645950996,-87.64687364239,"(-87.64687364239323, 41.94645950995542)",2017
04/20/2017,Completed,04/28/2017,17-02347261,Abandoned Vehicle Complaint,NA,NA,NA,NA,NA,NA,848 W GEORGE ST,60657,1170111.20671916,1919469.42992269,44,19,6,8,41.93461667059,-87.65100626497,"(-87.6510062649721, 41.93461667058607)",2017
10/29/2017,Completed - Dup,11/02/2017,17-07285080,Abandoned Vehicle Complaint,OHIO GQG 2300,Chevrolet,Red,FVI - Outcome,Create Work Order,14,3020 N WATERLOO CT,60657,1171263.5400008,1920244.9105229,44,19,6,8,41.93702589973,-87.64615132728,"(-87.64615132728282, 41.93702589972641)",2017
07/28/2017,Completed - Dup,07/31/2017,17-04985819,Abandoned Vehicle Complaint,VPH3171,Ford,White,NA,NA,31,3161 N BROADWAY,60657,1171695.74451498,1921236.11972416,44,19,6,8,41.93948276777,-87.64423450902,"(-87.6442345090214, 41.93948276777494)",2017
03/30/2017,Completed - Dup,03/31/2017,17-01809210,Abandoned Vehicle Complaint,841JJZ,Dodge,Silver,NA,NA,30,449 W ALDINE AVE,60657,1172402.47465,1922310.8252,44,19,6,8,41.94215488045,-87.64188929169,"(-87.64188929169296, 41.94215488045332)",2017
06/19/2017,Completed,07/10/2017,17-04035996,Abandoned Vehicle Complaint,717MGS,Ford,Black,FVI - Outcome,Vehicle was moved from original address requested,30,653 W BELMONT AVE,60657,1171332.25997768,1921486.70121776,44,19,6,8,41.93991011569,-87.64641947248,"(-87.64641947247922, 41.939910115685024)",2017
10/22/2017,Completed,11/08/2017,17-07101484,Abandoned Vehicle Complaint,Y736575,Chevrolet,Green,FVI - Outcome,Vehicle was moved from original address requested,14,544 W ROSCOE ST,60657,1171977.69816791,1922698.24576839,44,19,6,8,41.94344406366,-87.6437233784,"(-87.64372337839723, 41.94344406365555)",2017
12/20/2017,Completed,01/16/2018,17-08494546,Abandoned Vehicle Complaint,Z48 4209,Chevrolet,Black,FVI - Outcome,Vehicle was moved from original address requested,10,3016 N WATERLOO CT,60657,1171263.8400008,1920233.8105229,44,19,6,8,41.93692189998,-87.64614781625,"(-87.64614781624917, 41.93692189998373)",2017
07/29/2017,Completed - Dup,07/31/2017,17-05023626,Abandoned Vehicle Complaint,VPH3171,Ford,White,FVI - Outcome,Create Work Order,14,3158 N BROADWAY,60657,1171696.44451498,1921215.71972416,44,19,6,8,41.93937480738,-87.644524869,"(-87.64452486899746, 41.93937480738)",2017
12/18/2017,Completed,01/16/2018,17-08450958,Abandoned Vehicle Complaint,EYE HAD2,Chevrolet,White,FVI - Outcome,Vehicle was moved from original address requested,15,425 W SURF ST,60657,1172938.81342611,1919424.89880032,44,19,6,8,41.93421557444,-87.64040265185,"(-87.64040265185253, 41.9342155744372)",2017
10/24/2017,Completed,11/06/2017,17-07153594,Abandoned Vehicle Complaint,S822701,Subaru,Gray,FVI - Outcome,Vehicle was moved from original address requested,8,3012 N WATERLOO CT,60657,1171264.1400008,1920222.8105229,44,19,6,8,41.93681859979,-87.64614481198,"(-87.64614481198005, 41.93681859979256)",2017
04/23/2017,Completed,05/24/2017,17-02436341,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,523 W BRIAR PL,60657,1172102.8899177,1921012.44251792,44,19,6,8,41.93860051317,-87.64287259856,"(-87.64287259855537, 41.9386005131738)",2017
12/05/2017,Completed,12/19/2017,17-08183857,Abandoned Vehicle Complaint,S822701,Subaru,Gray,FVI - Outcome,Vehicle was moved from original address requested,9,3006 N WATERLOO CT,60657,1171264.6400008,1920206.2105229,44,19,6,8,41.93666257806,-87.64614089262,"(-87.64614089261993, 41.93666257806164)",2017
08/02/2017,Completed,09/01/2017,17-05128103,Abandoned Vehicle Complaint,13176AA,Mercedes,Silver,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,31,3012 N WATERLOO CT,60657,1171264.1400008,1920222.8105229,44,19,6,8,41.93681859979,-87.64614481198,"(-87.64614481198005, 41.93681859979256)",2017
05/02/2017,Completed - Dup,05/02/2017,17-02690220,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Create Work Order,NA,830 W WOLFRAM ST,60657,1170242.69016678,1919139.10999604,44,19,6,8,41.93371359937,-87.65029496582,"(-87.65029496581685, 41.933713599367344)",2017
03/15/2017,Completed,04/28/2017,17-01417347,Abandoned Vehicle Complaint,PHYSCHY,Toyota,Black,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,10,525 W CORNELIA AVE,60657,1171921.189575,1923814.7983,46,19,6,8,41.94630893378,-87.64339447374,"(-87.6433944737385, 41.94630893377602)",2017
12/21/2017,Completed,01/09/2018,17-08508986,Abandoned Vehicle Complaint,GQG2300,Chevrolet,Red,FVI - Outcome,Vehicle was moved from original address requested,9,3010 N WATERLOO CT,60657,1171264.3400008,1920217.2105229,44,19,6,8,41.93676659255,-87.64614350553,"(-87.64614350552512, 41.93676659254938)",2017
08/18/2017,Completed,09/27/2017,17-05541102,Abandoned Vehicle Complaint,K241284,Honda,Blue,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,14,707 W OAKDALE AVE,60657,1170872.61068963,1919873.70049793,44,19,6,8,41.93549940729,-87.64747221166,"(-87.64747221166343, 41.9354994072855)",2017
07/28/2017,Completed - Dup,07/31/2017,17-04989613,Abandoned Vehicle Complaint,214T891,Buick,Gray,NA,NA,60,839 W WELLINGTON AVE,60657,1170039.92977599,1920132.68247589,44,19,6,8,41.9362269347,-87.65071998097,"(-87.65071998097122, 41.9362269347009)",2017
05/19/2017,Completed,06/06/2017,17-03202284,Abandoned Vehicle Complaint,Z965822,Legacy Unknown,Blue,FVI - Outcome,Vehicle was moved from original address requested,20,734 W BUCKINGHAM PL,60657,1170745.24169082,1922466.6232219,44,19,6,8,41.9428320356,-87.64837959613,"(-87.64837959613017, 41.94283203559518)",2017
04/19/2017,Completed,05/15/2017,17-02332741,Abandoned Vehicle Complaint,CKT4762,Ford,Gray,FVI - Outcome,Return to Owner - Vehicle,8,707 W BROMPTON AVE,60657,1170959.17000341,1923873.43003318,46,19,6,8,41.94638861204,-87.64707280933,"(-87.64707280932849, 41.94638861203633)",2017
08/22/2017,Completed,09/18/2017,17-05622438,Abandoned Vehicle Complaint,EYE HAD 2,Chevrolet,White,FVI - Outcome,Vehicle was moved from original address requested,8,425 W SURF ST,60657,1172801.21342611,1919420.09880032,44,19,6,8,41.93421557444,-87.64040265185,"(-87.64040265185253, 41.9342155744372)",2017
11/29/2017,Completed,12/06/2017,17-08042842,Abandoned Vehicle Complaint,120043,NA,White,FVI - Outcome,Return to Owner - Vehicle,8,415 W ALDINE AVE,60657,1172725.37060894,1922318.51022531,44,19,6,8,41.94217111769,-87.64055913334,"(-87.64055913334448, 41.942171117689924)",2017
03/19/2017,Completed,04/24/2017,17-01510110,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Vehicle was moved from original address requested,NA,509 W ALDINE AVE,60657,1172255.18351374,1922306.90363136,44,19,6,8,41.94214696902,-87.64247479625,"(-87.64247479624545, 41.94214696902363)",2017
11/26/2017,Completed,01/05/2018,17-07971861,Abandoned Vehicle Complaint,Z484629,Honda,Blue,NA,NA,30,507 W BRIAR PL,60657,1172263.58430689,1921016.93870025,44,19,6,8,41.93860924298,-87.64230265157,"(-87.64230265156598, 41.93860924297582)",2017
07/20/2017,Completed,08/03/2017,17-04782441,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Return to Owner - Vehicle,NA,639 W SURF ST,60657,1171502.31172231,1919604.41007879,44,19,6,8,41.93474292067,-87.64579949295,"(-87.6457994929508, 41.934742920667624)",2017
04/09/2017,Completed - Dup,04/10/2017,17-02054869,Abandoned Vehicle Complaint,NA,NA,NA,FVI - Outcome,Create Work Order,NA,830 W WOLFRAM ST,60657,1170242.69016678,1919139.10999604,44,19,6,8,41.93371359937,-87.65029496582,"(-87.65029496581685, 41.933713599367344)",2017
07/11/2017,Completed,07/28/2017,17-04561774,Abandoned Vehicle Complaint,R895100,Toyota,Black,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,30,544 W ALDINE AVE,60657,1172024.68351374,1922300.70363136,44,19,6,8,41.94235678233,-87.64377747168,"(-87.64377747168055, 41.94235678232522)",2017
10/11/2017,Completed,10/31/2017,17-06823685,Abandoned Vehicle Complaint,NONE,General Motors Corp.,Gray,FVI - Outcome,Vehicle was moved from original address requested,4,3221 W 48TH PL,60632,1155711.95549548,1872410.82991641,14,8,58,7,41.8055776749,-87.70480152143,"(-87.70480152143149, 41.80557767490162)",2017
